t,x,y,fh,fv,r,s,frame:
0,228,142,1,0,0,-68,0
1,228,142,1,0,0,-68,0
2,228,142,1,0,0,-68,0
3,228,142,1,0,0,-68,0
4,228,142,1,0,0,-68,0
5,228,142,1,0,0,-68,0
6,228,142,1,0,0,-68,0
7,228,142,1,0,0,-68,0
8,228,142,1,0,0,-68,0
9,228,142,1,0,0,-68,0
10,228,142,1,0,0,-68,0
11,228,142,1,0,0,-68,0
12,228,142,1,0,0,-68,0
13,228,142,1,0,0,-68,0
14,228,142,1,0,0,-68,0
15,228,142,1,0,0,-68,0
16,228,142,1,0,0,-68,0
17,228,142,1,0,0,-68,0
18,228,142,1,0,0,-68,0
19,228,142,1,0,0,-68,0
20,228,142,1,0,0,-68,0
21,228,142,1,0,0,-68,0
22,228,142,1,0,0,-68,0
23,228,142,1,0,0,-68,0
24,228,142,1,0,0,-68,0
25,228,142,1,0,0,-68,0
26,228,142,1,0,0,-68,0
27,228,142,1,0,0,-68,0
28,228,142,1,0,0,-68,0
29,228,142,1,0,0,-68,0
30,228,142,1,0,0,-68,0
31,228,142,1,0,0,-68,0
32,228,142,1,0,0,-68,0
33,228,142,1,0,0,-68,0
34,228,142,1,0,0,-68,0
35,228,142,1,0,0,-68,0
36,228,142,1,0,0,-68,0
37,228,142,1,0,0,-68,0
38,228,142,1,0,0,-68,0
39,228,142,1,0,0,-68,0
40,228,142,1,0,0,-68,0
41,228,142,1,0,0,-68,0
42,228,142,1,0,0,-68,0
43,228,142,1,0,0,-68,0
44,228,142,1,0,0,-68,0
45,228,142,1,0,0,-68,0
46,228,142,1,0,0,-68,0
47,228,142,1,0,0,-68,0
48,228,142,1,0,0,-68,0
49,228,142,1,0,0,-68,0
50,228,142,1,0,0,-68,0
51,228,142,1,0,0,-68,0
52,228,142,1,0,0,-68,0
53,228,142,1,0,0,-68,0
54,228,142,1,0,0,-68,0
55,228,142,1,0,0,-68,0
56,228,142,1,0,0,-68,0
57,228,142,1,0,0,-68,0
58,228,142,1,0,0,-68,0
59,228,142,1,0,0,-68,0
60,228,142,1,0,0,-68,0
61,228,142,1,0,0,-68,0
62,228,142,1,0,0,-68,0
63,228,142,1,0,0,-68,0
64,228,142,1,0,0,-68,0
65,228,142,1,0,0,-68,0
66,228,142,1,0,0,-68,0
67,228,142,1,0,0,-68,0
68,228,142,1,0,0,-68,0
69,228,142,1,0,0,-68,0
70,228,142,1,0,0,-68,0
71,228,142,1,0,0,-68,0
72,228,142,1,0,0,-68,0
73,228,142,1,0,0,-68,0
74,228,142,1,0,0,-68,0
75,228,142,1,0,0,-68,0
76,228,142,1,0,0,-68,0
77,228,142,1,0,0,-68,0
78,228,142,1,0,0,-68,0
79,228,142,1,0,0,-68,0
80,228,142,1,0,0,-68,0
81,228,142,1,0,0,-68,0
82,228,115,1,0,0,-68,0
83,228,115,1,0,0,-68,0
84,228,115,1,0,0,-68,0
85,228,115,1,0,0,-68,0
86,228,115,1,0,0,-68,0
87,228,115,1,0,0,-68,0
88,229,115,1,0,0,-68,0
89,230,114,1,0,0,-68,0
90,230,114,1,0,0,-68,0
91,231,114,1,0,0,-68,0
92,232,114,1,0,0,-68,0
93,233,113,1,0,0,-68,0
94,234,113,1,0,0,-68,0
95,235,113,1,0,0,-68,0
96,235,113,1,0,0,-68,0
97,235,113,1,0,0,-68,0
98,235,113,1,0,0,-68,0
99,234,113,1,0,0,-68,0
100,231,114,1,0,0,-68,0
101,229,115,1,0,0,-68,0
102,227,116,1,0,0,-68,0
103,226,116,1,0,0,-68,0
104,226,116,1,0,0,-68,0
105,226,116,1,0,0,-68,0
106,226,116,1,0,0,-68,0
107,226,116,1,0,0,-68,0
108,226,116,1,0,0,-68,0
109,227,116,1,0,0,-68,0
110,229,115,1,0,0,-68,0
111,232,113,1,0,0,-68,0
112,233,113,1,0,0,-68,0
113,233,112,1,0,0,-68,0
114,233,112,1,0,0,-68,0
115,233,112,1,0,0,-68,0
116,232,112,1,0,0,-68,0
117,230,113,1,0,0,-68,0
118,228,114,1,0,0,-68,0
119,226,115,1,0,0,-68,0
120,223,116,1,0,0,-68,0
121,223,117,1,0,0,-68,0
122,223,117,1,0,0,-68,0
123,223,117,1,0,0,-68,0
124,223,117,1,0,0,-68,0
125,223,117,1,0,0,-68,0
126,223,117,1,0,0,-68,0
127,225,116,1,0,0,-68,0
128,226,115,1,0,0,-68,0
129,228,114,1,0,0,-68,0
130,229,113,1,0,0,-68,0
131,229,113,1,0,0,-68,0
132,230,113,1,0,0,-68,0
133,230,113,1,0,0,-68,0
134,230,113,1,0,0,-68,0
135,230,113,1,0,0,-68,0
136,230,113,1,0,0,-68,0
137,230,113,1,0,0,-68,0
138,230,113,1,0,0,-68,0
139,229,114,1,0,0,-68,0
140,227,116,1,0,0,-68,0
141,226,117,1,0,0,-68,0
142,225,118,1,0,0,-68,0
143,224,118,1,0,0,-68,0
144,224,118,1,0,0,-68,0
145,224,118,1,0,0,-68,0
146,224,118,1,0,0,-68,0
147,227,117,1,0,0,-68,0
148,231,115,1,0,0,-68,0
149,235,113,1,0,0,-68,0
150,238,112,1,0,0,-68,0
151,238,111,1,0,0,-68,0
152,238,111,1,0,0,-68,0
153,238,111,1,0,0,-68,0
154,238,111,1,0,0,-68,0
155,238,111,1,0,0,-68,0
156,236,111,1,0,0,-68,0
157,235,112,1,0,0,-68,0
158,232,113,1,0,0,-68,0
159,229,115,1,0,0,-68,0
160,227,116,1,0,0,-68,0
161,226,117,1,0,0,-68,0
162,226,117,1,0,0,-68,0
163,226,117,1,0,0,-68,0
164,226,117,1,0,0,-68,0
165,226,117,1,0,0,-68,0
166,226,117,1,0,0,-68,0
167,226,117,1,0,0,-68,0
168,228,117,1,0,0,-68,0
169,229,116,1,0,0,-68,0
170,230,115,1,0,0,-68,0
171,231,115,1,0,0,-68,0
172,231,115,1,0,0,-68,0
173,231,115,1,0,0,-68,0
174,231,115,1,0,0,-68,0
175,231,115,1,0,0,-68,0
176,231,115,1,0,0,-68,0
177,230,115,1,0,0,-68,0
178,228,116,1,0,0,-68,0
179,227,117,1,0,0,-68,0
180,226,117,1,0,0,-68,0
181,226,118,1,0,0,-68,0
182,226,118,1,0,0,-68,0
183,226,118,1,0,0,-68,0
184,226,118,1,0,0,-68,0
185,226,118,1,0,0,-68,0
186,226,118,1,0,0,-68,0
187,226,118,1,0,0,-68,0
188,228,117,1,0,0,-68,0
189,229,116,1,0,0,-68,0
190,231,116,1,0,0,-68,0
191,231,115,1,0,0,-68,0
192,232,115,1,0,0,-68,0
193,232,115,1,0,0,-68,0
194,232,115,1,0,0,-68,0
195,232,115,1,0,0,-68,0
196,232,115,1,0,0,-68,0
197,230,115,1,0,0,-68,0
198,228,116,1,0,0,-68,0
199,227,117,1,0,0,-68,0
200,225,118,1,0,0,-68,0
201,224,119,1,0,0,-68,0
202,224,119,1,0,0,-68,0
203,224,119,1,0,0,-68,0
204,224,119,1,0,0,-68,0
205,224,119,1,0,0,-68,0
206,225,119,1,0,0,-68,0
207,227,118,1,0,0,-68,0
208,230,116,1,0,0,-68,0
209,231,116,1,0,0,-68,0
210,232,115,1,0,0,-68,0
211,233,115,1,0,0,-68,0
212,233,115,1,0,0,-68,0
213,233,115,1,0,0,-68,0
214,233,115,1,0,0,-68,0
215,233,115,1,0,0,-68,0
216,233,115,1,0,0,-68,0
217,233,115,1,0,0,-68,0
218,233,115,1,0,0,-68,0
219,231,116,1,0,0,-68,0
220,230,117,1,0,0,-68,0
221,229,118,1,0,0,-68,0
222,229,118,1,0,0,-68,0
223,229,118,1,0,0,-68,0
224,229,118,1,0,0,-68,0
225,229,118,1,0,0,-68,0
226,229,118,1,0,0,-68,0
227,230,118,1,0,0,-68,0
228,230,117,1,0,0,-68,0
229,232,116,1,0,0,-68,0
230,232,116,1,0,0,-68,0
231,233,116,1,0,0,-68,0
232,234,115,1,0,0,-68,0
233,234,115,1,0,0,-68,0
234,234,115,1,0,0,-68,0
235,234,115,1,0,0,-68,0
236,234,115,1,0,0,-68,0
237,234,115,1,0,0,-68,0
238,233,116,1,0,0,-68,0
239,231,117,1,0,0,-68,0
240,229,118,1,0,0,-68,0
241,227,119,1,0,0,-68,0
242,227,120,1,0,0,-68,0
243,227,120,1,0,0,-68,0
244,227,120,1,0,0,-68,0
245,227,120,1,0,0,-68,0
246,227,120,1,0,0,-68,0
247,227,120,1,0,0,-68,0
248,228,119,1,0,0,-68,0
249,229,118,1,0,0,-68,0
