---
0,-2,3,0,0,0,1,0
1,-2,3,0,0,0,1,0
2,-2,3,0,0,0,1,0
3,-2,3,0,0,0,1,0
4,-2,3,0,0,0,1,0
5,-2,2,0,0,0,1,0
6,-1,1,0,0,0,1,0
7,0,1,0,0,0,1.01,0
8,1,-2,0,0,0,1.0201,0
9,2,-4,0,0,0,1.030301,0
10,3,-6,0,0,0,1.04060401,0
11,5,-7,0,0,0,1.0510100501,0
12,6,-8,0,0,0,1.061520150601,0
13,7,-9,0,0,0,1.0721353521070098,0
14,9,-10,0,0,0,1.08285670562808,0
15,11,-11,0,0,0,1.0936852726843609,0
16,14,-13,0,0,0,1.1046221254112045,0
17,18,-15,0,0,0,1.1156683466653166,0
18,23,-17,0,0,0,1.1268250301319698,0
19,28,-19,0,0,0,1.1380932804332895,0
20,35,-21,0,0,0,1.1494742132376223,0
21,41,-23,0,0,0,1.1609689553699987,0
22,47,-25,0,0,0,1.1725786449236986,0
23,52,-26,0,0,0,1.1843044313729356,0
24,59,-27,0,0,0,1.196147475686665,0
25,62,-27,0,0,0,1.2081089504435316,0
26,65,-28,0,0,0,1.220190039947967,0
27,69,-29,0,0,0,1.2323919403474468,0
28,71,-29,0,0,0,1.2447158597509214,0
29,72,-29,0,0,0,1.2571630183484306,0
30,74,-28,0,0,0,1.269734648531915,0
31,78,-25,0,0,0,1.282431995017234,0
32,81,-22,0,0,0,1.2952563149674063,0
33,84,-20,0,0,0,1.3082088781170804,0
34,86,-18,0,0,0,1.3212909668982513,0
35,87,-18,0,0,0,1.334503876567234,0
36,87,-18,0,0,0,1.3478489153329063,0
37,87,-18,0,0,0,1.3613274044862353,0
38,87,-18,0,0,0,1.3749406785310978,0
39,87,-18,0,0,0,1.3886900853164088,0
40,87,-18,0,0,0,1.402576986169573,0
41,87,-18,0,0,0,1.4166027560312686,0
42,87,-18,0,0,0,1.4307687835915812,0
43,87,-18,0,0,0,1.445076471427497,0
44,87,-18,0,0,0,1.4595272361417722,0
45,87,-17,0,0,0,1.4595272361417722,0
46,87,-17,0,0,0,1.4595272361417722,0
47,87,-17,0,0,0,1.4595272361417722,0
48,87,-17,0,0,0,1.4595272361417722,0
49,87,-17,0,0,0,1.4595272361417722,0
50,87,-17,0,0,0,1.4595272361417722,0
51,91,-17,0,0,0,1.4595272361417722,0
52,95,-16,0,0,0,1.4595272361417722,0
53,99,-15,0,0,0,1.47412250850319,0
54,106,-12,0,0,0,1.4888637335882218,0
55,110,-9,0,0,0,1.503752370924104,0
56,115,-6,0,0,0,1.5187898946333451,0
57,119,-2,0,0,0,1.5339777935796786,0
58,125,3,0,0,0,1.5493175715154754,0
59,129,7,0,0,0,1.5648107472306303,0
60,133,11,0,0,0,1.5804588547029366,0
61,137,15,0,0,0,1.596263443249966,0
62,140,19,0,0,0,1.6122260776824657,0
63,144,23,0,0,0,1.6283483384592905,0
64,145,26,0,0,0,1.6446318218438833,0
65,148,30,0,0,0,1.6610781400623222,0
66,151,36,0,0,0,1.6776889214629456,0
67,153,41,0,0,0,1.694465810677575,0
68,153,42,0,0,0,1.7114104687843508,0
69,155,48,0,0,0,1.7285245734721943,0
70,156,52,0,0,0,1.7458098192069162,0
71,156,56,0,0,0,1.7632679173989854,0
72,156,60,0,0,0,1.7809005965729752,0
73,156,66,0,0,0,1.798709602538705,0
74,156,73,0,0,0,1.8166966985640922,0
75,155,77,0,0,0,1.8348636655497332,0
76,155,80,0,0,0,1.8532123022052305,0
77,155,81,0,0,0,1.8717444252272828,0
78,155,81,0,0,0,1.8904618694795556,0
79,155,81,0,0,0,1.9093664881743513,0
80,155,81,0,0,0,1.9284601530560948,0
81,155,81,0,0,0,1.9477447545866557,0
82,154,81,0,0,0,1.9672222021325223,0
83,154,81,0,0,0,1.9868944241538475,0
84,154,81,0,0,0,2.006763368395386,0
85,151,84,0,0,0,2.02683100207934,0
86,147,88,0,0,0,2.047099312100133,0
87,144,91,0,0,0,2.0675703052211345,0
88,143,92,0,0,0,2.088246008273346,0
89,143,92,0,0,0,2.1091284683560794,0
90,143,92,0,0,0,2.1302197530396403,0
91,143,92,0,0,0,2.1515219505700367,0
92,143,92,0,0,0,2.173037170075737,0
93,143,92,0,0,0,2.1947675417764945,0
94,143,92,0,0,0,2.2167152171942592,0
95,143,92,0,0,0,2.2167152171942592,0
96,142,91,0,0,0,2.2167152171942592,0
97,142,91,0,0,0,2.2167152171942592,0
98,142,91,0,0,0,2.2167152171942592,0
99,142,91,0,0,0,2.2167152171942592,0
100,142,91,0,0,0,2.2167152171942592,0
101,142,92,0,0,0,2.2167152171942592,0
102,142,93,0,0,0,2.238882369366202,0
103,140,97,0,0,0,2.261271193059864,0
104,136,102,0,0,0,2.2838839049904625,0
105,131,108,0,0,0,2.3067227440403673,0
106,126,114,0,0,0,2.329789971480771,0
107,121,120,0,0,0,2.3530878711955787,0
108,118,123,0,0,0,2.3766187499075344,0
109,115,124,0,0,0,2.40038493740661,0
110,114,126,0,0,0,2.424388786780676,0
111,109,129,0,0,0,2.4486326746484828,0
112,101,133,0,0,0,2.4731190013949678,0
113,94,136,0,0,0,2.4978501914089173,0
114,85,140,0,0,0,2.5228286933230066,0
115,77,143,0,0,0,2.5480569802562365,0
116,70,147,0,0,0,2.573537550058799,0
117,65,151,0,0,0,2.599272925559387,0
118,60,153,0,0,0,2.6252656548149806,0
119,55,156,0,0,0,2.6515183113631307,0
120,53,157,0,0,0,2.678033494476762,0
121,52,157,0,0,0,2.7048138294215294,0
122,51,157,0,0,0,2.7318619677157447,0
123,50,158,0,0,0,2.759180587392902,0
124,49,158,0,0,0,2.786772393266831,0
125,49,158,0,0,0,2.8146401171994992,0
126,49,158,0,0,0,2.8427865183714944,0
127,48,158,0,0,0,2.8712143835552095,0
128,40,162,0,0,0,2.8999265273907615,0
129,35,165,0,0,0,2.928925792664669,0
130,31,167,0,0,0,2.9582150505913156,0
131,26,169,0,0,0,2.9877972010972287,0
132,26,169,0,0,0,3.017675173108201,0
133,25,169,0,0,0,3.0478519248392835,0
134,23,172,0,0,0,3.078330444087676,0
135,19,174,0,0,0,3.109113748528553,0
136,14,177,0,0,0,3.1402048860138385,0
137,10,179,0,0,0,3.171606934873977,0
138,6,181,0,0,0,3.203323004222717,0
139,3,184,0,0,0,3.2353562342649442,0
140,-2,187,0,0,0,3.2677097966075936,0
141,-8,191,0,0,0,3.3003868945736694,0
142,-13,193,0,0,0,3.333390763519406,0
143,-14,193,0,0,0,3.3667246711546,0
144,-14,193,0,0,0,3.400391917866146,0
145,-14,193,0,0,0,3.4343958370448076,0
146,-14,193,0,0,0,3.4687397954152557,0
147,-14,193,0,0,0,3.5034271933694083,0
148,-15,189,0,0,0,3.5384614653031026,0
149,-12,187,0,0,0,3.573846079956134,1
150,-12,187,0,0,0,3.573846079956134,1
151,-12,187,0,0,0,3.573846079956134,1
152,-12,187,0,0,0,3.573846079956134,1
153,-12,187,0,0,0,3.573846079956134,1
154,-12,187,0,0,0,3.6095845407556952,1
155,-12,187,0,0,0,3.645680386163252,1
156,-12,187,0,0,0,3.6821371900248847,1
157,-12,187,0,0,0,3.7189585619251337,1
158,-12,187,0,0,0,3.756148147544385,1
159,-12,187,0,0,0,3.793709629019829,1
160,-15,187,0,0,0,3.8316467253100273,1
161,-18,185,0,0,0,3.8699631925631275,1
162,-21,184,0,0,0,3.9086628244887587,1
163,-24,182,0,0,0,3.947749452733646,1
164,-26,181,0,0,0,3.9872269472609827,1
165,-28,180,0,0,0,4.027099216733593,1
166,-30,179,0,0,0,4.067370208900929,1
167,-33,177,0,0,0,4.108043910989938,1
168,-36,176,0,0,0,4.149124350099838,1
169,-42,174,0,0,0,4.190615593600836,1
170,-48,173,0,0,0,4.232521749536844,1
